matter_id,law_firm,timekeeper_role,hours_billed,hourly_rate,invoice_amount,savings,approved_invoice_amount,budget_allocated,budget_variance,billing_violation_type,invoice_date
M-3355,DLA Piper,Associate,30.39,472.5,14358.91,0.0,14358.91,11714.35,2644.56,None,2025-11-25
M-1843,Allen & Overy,Associate,44.32,540.0,23934.48,3590.17,20344.31,19913.04,4021.44,Excess Research,2025-10-07
M-1862,Latham & Watkins,Partner,30.12,1215.0,36591.0,5488.65,31102.35,40882.62,-4291.62,Excess Research,2026-01-03
M-1603,DLA Piper,Associate,21.22,472.5,10025.75,1503.86,8521.89,11586.99,-1561.24,Excess Research,2024-12-02
M-1542,Latham & Watkins,Partner,47.24,1215.0,57396.77,11479.35,45917.42,61810.44,-4413.67,Travel Billing,2024-09-02
M-2315,Allen & Overy,Partner,48.93,1080.0,52847.9,10569.58,42278.32,49468.57,3379.32,Travel Billing,2024-09-30
M-1688,Linklaters,Partner,19.14,1080.0,20673.56,0.0,20673.56,19078.96,1594.6,None,2024-06-18
M-1845,Baker & McKenzie,Associate,65.31,450.0,29389.18,0.0,29389.18,29177.39,211.79,None,2025-06-10
M-3294,Skadden,Partner,51.16,1260.0,64456.95,9668.54,54788.4,53268.15,11188.8,Excess Research,2026-01-06
M-3144,Baker & McKenzie,Partner,32.36,900.0,29122.75,4368.41,24754.34,30613.11,-1490.36,Excess Research,2025-02-22
M-3390,Allen & Overy,Associate,33.96,540.0,18336.5,0.0,18336.5,16384.17,1952.32,None,2024-10-13
M-3322,Allen & Overy,Partner,23.75,1080.0,25649.12,3847.37,21801.75,23081.58,2567.54,Excess Research,2025-06-24
M-2180,Hogan Lovells,Associate,17.12,495.0,8476.75,0.0,8476.75,6908.84,1567.91,None,2024-06-18
M-2407,Freshfields,Associate,24.59,562.5,13831.91,2074.79,11757.13,14601.06,-769.15,Excess Research,2024-09-30
M-1099,White & Case,Partner,28.62,1035.0,29624.77,0.0,29624.77,27365.5,2259.26,None,2025-05-21
M-1994,Hogan Lovells,Associate,5.0,495.0,2475.0,371.25,2103.75,2329.58,145.42,Excess Research,2025-04-09
M-1251,Freshfields,Associate,34.28,562.5,19281.87,0.0,19281.87,19933.43,-651.56,None,2025-08-31
M-2436,Clifford Chance,Associate,7.54,585.0,4409.01,661.35,3747.66,4919.99,-510.98,Excess Research,2024-10-26
M-2779,White & Case,Associate,34.38,517.5,17789.94,3557.99,14231.95,14792.12,2997.82,Travel Billing,2026-01-06
M-1589,White & Case,Partner,25.49,1035.0,26381.53,0.0,26381.53,22476.17,3905.35,None,2025-02-25
M-1557,Skadden,Associate,42.91,630.0,27030.6,4054.59,22976.01,30279.87,-3249.27,Excess Research,2025-03-29
M-3693,Baker & McKenzie,Associate,54.36,450.0,24460.45,3669.07,20791.38,24585.71,-125.26,Excess Research,2026-02-04
M-1419,Baker & McKenzie,Partner,49.93,900.0,44935.93,6740.39,38195.54,41799.77,3136.16,Excess Research,2024-11-14
M-2936,Baker & McKenzie,Partner,37.44,900.0,33699.15,5054.87,28644.28,28664.25,5034.91,Excess Research,2024-09-21
M-3172,White & Case,Partner,58.48,1035.0,60524.42,9078.66,51445.75,58124.91,2399.51,Excess Research,2024-10-04
M-1094,White & Case,Partner,49.62,1035.0,51354.27,10270.85,41083.41,43430.86,7923.4,Travel Billing,2026-01-29
M-1714,Baker & McKenzie,Associate,19.18,450.0,8629.66,1725.93,6903.73,7668.78,960.89,Travel Billing,2025-03-16
M-3464,Freshfields,Associate,45.49,562.5,25586.16,0.0,25586.16,29372.14,-3785.98,None,2025-05-29
M-2816,DLA Piper,Partner,39.97,945.0,37767.69,0.0,37767.69,43114.69,-5346.99,None,2024-10-23
M-3643,Clifford Chance,Associate,35.1,585.0,20530.68,0.0,20530.68,19086.65,1444.04,None,2024-07-25
M-2508,Hogan Lovells,Partner,31.16,990.0,30846.5,6169.3,24677.2,31373.98,-527.47,Travel Billing,2024-04-19
M-3017,Allen & Overy,Associate,32.51,540.0,17555.11,0.0,17555.11,14281.53,3273.57,None,2025-02-11
M-2214,Baker & McKenzie,Associate,38.03,450.0,17114.49,3422.9,13691.59,13952.96,3161.53,Travel Billing,2025-06-06
M-1265,Hogan Lovells,Associate,27.82,495.0,13770.63,0.0,13770.63,13528.8,241.83,None,2025-09-14
M-2082,Clifford Chance,Associate,53.97,585.0,31574.47,6314.89,25259.58,29420.15,2154.32,Travel Billing,2025-06-02
M-1937,Latham & Watkins,Partner,51.64,1215.0,62748.61,9412.29,53336.32,65500.94,-2752.33,Excess Research,2025-11-15
M-3158,Freshfields,Associate,22.85,562.5,12852.85,1927.93,10924.92,14793.27,-1940.41,Excess Research,2025-12-16
M-1601,Freshfields,Partner,40.51,1125.0,45576.84,9115.37,36461.47,49248.51,-3671.66,Travel Billing,2026-01-15
M-1344,Latham & Watkins,Partner,65.15,1215.0,79159.77,11873.97,67285.8,78333.28,826.5,Excess Research,2025-01-21
M-1768,Clifford Chance,Partner,37.63,1170.0,44030.76,0.0,44030.76,37230.25,6800.5,None,2025-01-20
M-2216,Allen & Overy,Associate,57.37,540.0,30980.88,0.0,30980.88,28874.78,2106.1,None,2025-03-27
M-3478,Latham & Watkins,Partner,39.71,1215.0,48249.74,7237.46,41012.28,57755.21,-9505.47,Excess Research,2024-10-04
M-3580,Hogan Lovells,Associate,64.64,495.0,31998.86,4799.83,27199.03,36423.14,-4424.28,Excess Research,2025-12-26
M-2446,Baker & McKenzie,Associate,36.42,450.0,16388.27,2458.24,13930.03,17756.01,-1367.74,Excess Research,2024-12-28
M-3134,Baker & McKenzie,Partner,36.05,900.0,32440.52,4866.08,27574.44,31187.3,1253.23,Excess Research,2024-09-07
M-2717,Skadden,Partner,36.33,1260.0,45781.17,6867.18,38914.0,42127.84,3653.33,Excess Research,2026-01-21
M-2367,Allen & Overy,Partner,38.16,1080.0,41215.68,0.0,41215.68,43255.73,-2040.06,None,2025-09-20
M-2467,Allen & Overy,Associate,48.59,540.0,26239.33,0.0,26239.33,26421.74,-182.41,None,2025-11-05
M-1263,Hogan Lovells,Associate,40.45,495.0,20022.02,3003.3,17018.71,20826.2,-804.19,Excess Research,2024-09-24
M-3708,Skadden,Associate,44.27,630.0,27891.16,5578.23,22312.93,22790.42,5100.75,Travel Billing,2025-05-03
M-1029,DLA Piper,Associate,45.16,472.5,21339.22,4267.84,17071.38,24144.27,-2805.05,Travel Billing,2024-10-27
M-2007,Linklaters,Partner,51.2,1080.0,55293.0,11058.6,44234.4,59506.25,-4213.25,Travel Billing,2024-08-05
M-3906,Allen & Overy,Associate,34.59,540.0,18676.03,3735.21,14940.82,20737.76,-2061.73,Travel Billing,2024-08-08
M-1496,Latham & Watkins,Partner,24.86,1215.0,30210.08,6042.02,24168.06,31624.36,-1414.28,Travel Billing,2024-11-23
M-2143,DLA Piper,Associate,37.89,472.5,17903.24,0.0,17903.24,21079.57,-3176.33,None,2024-05-08
M-1918,Hogan Lovells,Partner,55.45,990.0,54891.9,10978.38,43913.52,54202.11,689.8,Travel Billing,2025-12-14
M-2632,Hogan Lovells,Associate,54.18,495.0,26820.79,0.0,26820.79,27620.35,-799.57,None,2025-12-16
M-2347,White & Case,Partner,17.46,1035.0,18075.92,2711.39,15364.54,20457.75,-2381.82,Excess Research,2024-12-06
M-3067,White & Case,Partner,34.76,1035.0,35972.61,7194.52,28778.09,37068.21,-1095.6,Travel Billing,2024-11-14
M-2432,Baker & McKenzie,Associate,43.2,450.0,19441.92,2916.29,16525.63,21673.68,-2231.76,Excess Research,2025-08-24
M-1070,Skadden,Partner,25.13,1260.0,31666.62,6333.32,25333.29,37932.23,-6265.61,Travel Billing,2024-08-16
M-1984,Baker & McKenzie,Partner,22.12,900.0,19912.35,0.0,19912.35,21596.54,-1684.19,None,2025-04-18
M-3014,DLA Piper,Partner,38.89,945.0,36751.38,0.0,36751.38,43742.02,-6990.64,None,2026-02-11
M-3671,Latham & Watkins,Associate,24.01,607.5,14584.6,0.0,14584.6,15998.1,-1413.49,None,2025-12-12
M-1585,Hogan Lovells,Associate,79.05,495.0,39129.82,0.0,39129.82,32084.04,7045.78,None,2024-12-23
M-2358,Hogan Lovells,Partner,36.64,990.0,36271.97,7254.39,29017.58,30107.46,6164.51,Travel Billing,2025-07-07
M-1552,Skadden,Associate,56.44,630.0,35559.16,7111.83,28447.33,29440.93,6118.24,Travel Billing,2024-05-20
M-2914,White & Case,Associate,18.21,517.5,9421.92,0.0,9421.92,7682.49,1739.42,None,2025-06-04
M-3677,DLA Piper,Associate,54.13,472.5,25578.5,0.0,25578.5,30297.14,-4718.64,None,2025-07-10
M-1793,Allen & Overy,Partner,40.62,1080.0,43864.43,6579.66,37284.76,39997.26,3867.17,Excess Research,2024-03-13
M-2270,Clifford Chance,Partner,23.53,1170.0,27528.47,5505.69,22022.78,28481.64,-953.17,Travel Billing,2024-10-01
M-3697,White & Case,Partner,13.46,1035.0,13933.13,0.0,13933.13,14284.23,-351.1,None,2024-04-22
M-3361,White & Case,Associate,27.79,517.5,14383.02,2157.45,12225.57,14970.94,-587.92,Excess Research,2026-01-02
M-1331,DLA Piper,Associate,25.47,472.5,12036.0,2407.2,9628.8,14146.1,-2110.1,Travel Billing,2025-01-06
M-2711,Clifford Chance,Partner,34.78,1170.0,40691.71,8138.34,32553.36,44170.01,-3478.3,Travel Billing,2025-08-14
M-1844,Baker & McKenzie,Associate,42.79,450.0,19257.69,0.0,19257.69,18821.14,436.56,None,2024-09-13
M-3374,Allen & Overy,Associate,53.4,540.0,28833.88,0.0,28833.88,28714.46,119.41,None,2024-04-14
M-3249,Linklaters,Partner,48.95,1080.0,52860.75,10572.15,42288.6,53241.14,-380.39,Travel Billing,2024-08-02
M-2357,DLA Piper,Partner,46.62,945.0,44056.99,8811.4,35245.59,45091.98,-1034.99,Travel Billing,2026-02-11
M-3751,White & Case,Associate,26.03,517.5,13468.85,2020.33,11448.53,12873.25,595.6,Excess Research,2025-07-15
M-2816,White & Case,Partner,35.83,1035.0,37086.4,7417.28,29669.12,37626.75,-540.34,Travel Billing,2026-01-13
M-1017,Freshfields,Partner,24.89,1125.0,27997.94,4199.69,23798.25,24441.28,3556.66,Excess Research,2024-07-28
M-1398,Hogan Lovells,Associate,54.53,495.0,26992.01,5398.4,21593.61,26035.7,956.31,Travel Billing,2025-03-04
M-2329,Linklaters,Associate,44.61,540.0,24088.82,3613.32,20475.5,28675.69,-4586.87,Excess Research,2025-11-10
M-2303,Freshfields,Partner,47.3,1125.0,53215.68,0.0,53215.68,60963.2,-7747.53,None,2025-04-17
M-3592,White & Case,Associate,33.54,517.5,17359.53,0.0,17359.53,19979.49,-2619.95,None,2025-01-09
M-2702,Baker & McKenzie,Associate,55.89,450.0,25151.35,5030.27,20121.08,23393.69,1757.67,Travel Billing,2025-08-24
M-1502,Allen & Overy,Partner,39.63,1080.0,42795.23,0.0,42795.23,40888.68,1906.55,None,2025-10-28
M-3947,Linklaters,Partner,43.96,1080.0,47477.98,9495.6,37982.39,49864.82,-2386.83,Travel Billing,2024-03-28
M-1132,Hogan Lovells,Associate,42.44,495.0,21007.62,3151.14,17856.47,20457.24,550.38,Excess Research,2025-03-15
M-3136,Linklaters,Partner,50.7,1080.0,54760.31,8214.05,46546.26,62924.34,-8164.03,Excess Research,2024-06-03
M-3781,Freshfields,Associate,22.23,562.5,12504.02,2500.8,10003.22,12696.03,-192.0,Travel Billing,2024-09-07
M-3616,Latham & Watkins,Partner,56.44,1215.0,68571.51,0.0,68571.51,80057.07,-11485.57,None,2026-01-07
M-2230,Linklaters,Associate,48.22,540.0,26037.65,5207.53,20830.12,29147.23,-3109.57,Travel Billing,2025-06-29
M-2613,Clifford Chance,Partner,44.27,1170.0,51799.17,7769.87,44029.29,53464.83,-1665.67,Excess Research,2025-08-05
M-1509,Allen & Overy,Partner,59.62,1080.0,64386.41,0.0,64386.41,60184.33,4202.09,None,2025-10-14
M-3008,White & Case,Partner,46.82,1035.0,48457.98,0.0,48457.98,54104.67,-5646.7,None,2026-01-14
M-1939,Allen & Overy,Partner,54.86,1080.0,59244.28,11848.86,47395.42,70149.85,-10905.57,Travel Billing,2025-10-18
M-1024,Clifford Chance,Associate,54.88,585.0,32107.0,4816.05,27290.95,27360.68,4746.32,Excess Research,2024-09-12
M-3788,Hogan Lovells,Associate,36.36,495.0,17998.07,0.0,17998.07,21332.92,-3334.85,None,2026-01-03
M-1205,Linklaters,Associate,57.14,540.0,30853.98,0.0,30853.98,25417.34,5436.63,None,2024-12-24
M-2050,Linklaters,Partner,54.35,1080.0,58696.74,8804.51,49892.23,69457.29,-10760.55,Excess Research,2024-06-11
M-2684,Clifford Chance,Associate,31.87,585.0,18645.29,0.0,18645.29,18094.54,550.75,None,2025-07-24
M-3273,White & Case,Associate,66.58,517.5,34453.01,5167.95,29285.06,33559.07,893.94,Excess Research,2026-03-05
M-2165,Hogan Lovells,Associate,33.75,495.0,16706.91,0.0,16706.91,17544.78,-837.87,None,2025-08-22
M-1957,DLA Piper,Associate,37.69,472.5,17809.74,2671.46,15138.28,20679.12,-2869.38,Excess Research,2025-05-08
M-3085,Hogan Lovells,Partner,53.19,990.0,52660.33,10532.07,42128.26,44131.13,8529.2,Travel Billing,2024-11-22
M-1392,Skadden,Partner,14.07,1260.0,17723.78,3544.76,14179.02,20798.86,-3075.09,Travel Billing,2024-10-12
M-3998,Hogan Lovells,Associate,29.07,495.0,14388.93,2877.79,11511.14,11847.73,2541.2,Travel Billing,2024-03-09
M-1645,Skadden,Partner,53.08,1260.0,66878.0,10031.7,56846.3,77887.29,-11009.28,Excess Research,2024-11-03
M-2321,Baker & McKenzie,Associate,57.02,450.0,25657.19,3848.58,21808.61,23383.45,2273.74,Excess Research,2025-01-31
M-2167,DLA Piper,Partner,38.76,945.0,36627.47,0.0,36627.47,36178.97,448.5,None,2024-06-07
M-2546,Clifford Chance,Associate,50.73,585.0,29679.4,0.0,29679.4,34292.57,-4613.17,None,2025-09-27
M-3037,Hogan Lovells,Associate,26.11,495.0,12924.22,2584.84,10339.38,10520.92,2403.3,Travel Billing,2024-06-16
M-1247,Allen & Overy,Associate,20.49,540.0,11064.0,0.0,11064.0,12027.29,-963.28,None,2024-11-21
M-2104,Clifford Chance,Partner,21.19,1170.0,24789.0,0.0,24789.0,28944.47,-4155.47,None,2025-03-12
M-2116,Clifford Chance,Partner,51.33,1170.0,60054.27,9008.14,51046.13,62539.23,-2484.95,Excess Research,2025-08-31
M-1944,Skadden,Associate,34.86,630.0,21962.13,3294.32,18667.81,23596.9,-1634.78,Excess Research,2025-01-19
M-1442,DLA Piper,Partner,58.47,945.0,55254.03,11050.81,44203.22,46126.71,9127.33,Travel Billing,2025-12-22
M-2911,DLA Piper,Partner,18.07,945.0,17074.26,3414.85,13659.41,17564.64,-490.37,Travel Billing,2025-08-11
M-1395,Allen & Overy,Associate,33.85,540.0,18281.65,3656.33,14625.32,17521.81,759.83,Travel Billing,2024-08-31
M-2715,Freshfields,Partner,35.52,1125.0,39962.87,7992.57,31970.29,44359.06,-4396.19,Travel Billing,2024-08-15
M-3406,Allen & Overy,Partner,29.25,1080.0,31588.29,4738.24,26850.04,33553.99,-1965.7,Excess Research,2025-07-10
M-1397,DLA Piper,Associate,29.59,472.5,13979.0,2795.8,11183.2,11545.26,2433.74,Travel Billing,2024-04-25
M-2144,White & Case,Partner,39.26,1035.0,40629.85,0.0,40629.85,33283.28,7346.57,None,2025-04-26
M-2104,Freshfields,Partner,23.07,1125.0,25958.79,3893.82,22064.97,24431.69,1527.1,Excess Research,2025-11-17
M-1678,Allen & Overy,Associate,54.95,540.0,29675.17,5935.03,23740.14,32857.23,-3182.05,Travel Billing,2024-05-06
M-1572,Hogan Lovells,Associate,30.32,495.0,15007.49,2251.12,12756.36,14127.44,880.05,Excess Research,2025-09-03
M-2414,White & Case,Partner,9.75,1035.0,10091.58,1513.74,8577.85,8365.78,1725.81,Excess Research,2024-12-29
M-3230,Allen & Overy,Partner,77.87,1080.0,84103.27,16820.65,67282.62,74701.12,9402.15,Travel Billing,2025-01-07
M-1018,Freshfields,Partner,33.71,1125.0,37918.3,5687.74,32230.55,42472.19,-4553.9,Excess Research,2024-05-21
M-3493,Freshfields,Partner,22.19,1125.0,24965.67,0.0,24965.67,20033.2,4932.46,None,2024-10-13
M-2192,Clifford Chance,Partner,31.29,1170.0,36606.18,7321.24,29284.94,42929.3,-6323.12,Travel Billing,2025-01-14
M-2611,Skadden,Associate,18.07,630.0,11385.54,2277.11,9108.43,11961.81,-576.27,Travel Billing,2024-08-09
M-2634,DLA Piper,Associate,51.24,472.5,24210.24,0.0,24210.24,20683.31,3526.93,None,2025-04-01
M-1336,White & Case,Partner,68.92,1035.0,71332.44,14266.49,57065.95,76962.89,-5630.45,Travel Billing,2024-07-30
M-2832,Latham & Watkins,Associate,13.84,607.5,8405.17,0.0,8405.17,7574.16,831.01,None,2025-02-05
M-2907,Allen & Overy,Partner,47.62,1080.0,51427.43,10285.49,41141.95,50132.95,1294.49,Travel Billing,2024-09-14
M-3384,Skadden,Partner,43.22,1260.0,54453.85,8168.08,46285.77,57665.61,-3211.76,Excess Research,2024-12-24
M-1264,DLA Piper,Associate,8.55,472.5,4040.38,606.06,3434.32,3670.44,369.94,Excess Research,2024-11-30
M-2285,Allen & Overy,Partner,45.31,1080.0,48937.58,7340.64,41596.94,52288.73,-3351.15,Excess Research,2025-07-22
M-2361,DLA Piper,Partner,47.14,945.0,44548.75,6682.31,37866.44,44903.22,-354.47,Excess Research,2026-03-03
M-1784,Freshfields,Associate,23.52,562.5,13229.51,2645.9,10583.61,14395.52,-1166.01,Travel Billing,2025-05-03
M-1329,Linklaters,Associate,43.45,540.0,23464.53,4692.91,18771.62,23024.34,440.19,Travel Billing,2025-07-02
M-2652,Baker & McKenzie,Associate,56.29,450.0,25329.03,3799.35,21529.68,26447.96,-1118.93,Excess Research,2024-08-27
M-1300,Baker & McKenzie,Partner,34.1,900.0,30693.3,4604.0,26089.31,27319.93,3373.38,Excess Research,2026-02-22
M-1458,White & Case,Associate,44.58,517.5,23069.76,0.0,23069.76,27423.36,-4353.6,None,2025-06-29
M-1009,DLA Piper,Partner,37.06,945.0,35020.77,0.0,35020.77,41840.81,-6820.05,None,2025-11-04
M-3222,Skadden,Associate,60.52,630.0,38127.78,5719.17,32408.61,33039.47,5088.31,Excess Research,2024-04-01
M-3384,Latham & Watkins,Associate,45.23,607.5,27477.52,0.0,27477.52,23380.19,4097.33,None,2025-04-24
M-3696,Freshfields,Associate,36.47,562.5,20515.32,0.0,20515.32,21359.51,-844.19,None,2025-01-10
M-2195,Linklaters,Associate,36.41,540.0,19663.31,2949.5,16713.81,20498.84,-835.53,Excess Research,2025-08-27
M-2510,Linklaters,Partner,17.03,1080.0,18390.46,2758.57,15631.89,19014.56,-624.1,Excess Research,2026-02-13
M-1907,White & Case,Associate,20.31,517.5,10508.97,1576.35,8932.63,11696.38,-1187.41,Excess Research,2024-11-30
M-2421,Linklaters,Partner,38.89,1080.0,41999.14,8399.83,33599.31,38788.27,3210.87,Travel Billing,2024-05-11
M-2348,Allen & Overy,Partner,19.1,1080.0,20629.94,0.0,20629.94,18425.84,2204.1,None,2025-04-27
M-1367,DLA Piper,Associate,49.26,472.5,23276.45,3491.47,19784.99,21387.04,1889.41,Excess Research,2026-01-13
M-2506,Latham & Watkins,Associate,10.65,607.5,6468.12,0.0,6468.12,5714.04,754.08,None,2024-07-30
M-1719,Linklaters,Partner,61.02,1080.0,65902.46,9885.37,56017.09,63487.89,2414.58,Excess Research,2025-06-15
M-2890,White & Case,Partner,36.5,1035.0,37778.4,5666.76,32111.64,37121.82,656.58,Excess Research,2026-02-20
M-2629,Linklaters,Partner,38.25,1080.0,41315.39,0.0,41315.39,43756.9,-2441.52,None,2025-05-27
M-3692,White & Case,Associate,23.43,517.5,12124.73,2424.95,9699.78,11228.09,896.64,Travel Billing,2024-05-20
M-2362,DLA Piper,Associate,31.58,472.5,14919.9,0.0,14919.9,12482.97,2436.93,None,2025-09-30
M-1608,Freshfields,Partner,38.04,1125.0,42790.59,8558.12,34232.47,47337.42,-4546.83,Travel Billing,2025-09-02
M-3975,Clifford Chance,Associate,22.16,585.0,12961.7,0.0,12961.7,11923.67,1038.03,None,2024-09-25
M-2829,Baker & McKenzie,Partner,47.9,900.0,43109.75,6466.46,36643.29,44084.53,-974.78,Excess Research,2025-05-25
M-3711,DLA Piper,Associate,63.11,472.5,29818.69,0.0,29818.69,31620.46,-1801.77,None,2025-08-22
M-2591,Latham & Watkins,Partner,44.72,1215.0,54331.16,0.0,54331.16,59103.78,-4772.62,None,2025-07-03
M-2503,Linklaters,Partner,59.39,1080.0,64143.66,12828.73,51314.93,57415.85,6727.81,Travel Billing,2024-10-03
M-1459,DLA Piper,Partner,37.37,945.0,35310.15,0.0,35310.15,42304.94,-6994.79,None,2025-01-06
M-2619,Baker & McKenzie,Partner,44.73,900.0,40258.23,6038.73,34219.49,33466.79,6791.44,Excess Research,2025-03-20
M-1796,DLA Piper,Associate,46.78,472.5,22104.89,3315.73,18789.16,18121.07,3983.82,Excess Research,2024-07-18
M-3999,Latham & Watkins,Partner,38.25,1215.0,46468.27,6970.24,39498.03,46880.99,-412.72,Excess Research,2024-04-06
M-3379,Hogan Lovells,Associate,32.96,495.0,16315.64,0.0,16315.64,17873.45,-1557.81,None,2025-02-05
M-1859,Hogan Lovells,Partner,44.53,990.0,44087.48,8817.5,35269.99,42979.85,1107.63,Travel Billing,2025-10-05
M-1063,Skadden,Associate,44.16,630.0,27823.9,4173.59,23650.32,30844.74,-3020.84,Excess Research,2025-10-21
M-3733,Hogan Lovells,Partner,64.06,990.0,63421.07,0.0,63421.07,65895.13,-2474.06,None,2025-08-07
M-1478,Baker & McKenzie,Associate,32.38,450.0,14571.46,2185.72,12385.74,16192.12,-1620.67,Excess Research,2025-07-07
M-3447,Latham & Watkins,Partner,38.5,1215.0,46773.85,7016.08,39757.77,39642.49,7131.36,Excess Research,2024-03-30
M-3753,Baker & McKenzie,Associate,60.12,450.0,27051.77,4057.76,22994.0,22099.64,4952.12,Excess Research,2024-12-03
M-2180,Baker & McKenzie,Partner,47.7,900.0,42931.32,8586.26,34345.06,46331.48,-3400.16,Travel Billing,2025-09-28
M-1853,White & Case,Associate,19.18,517.5,9925.35,1488.8,8436.55,10151.72,-226.37,Excess Research,2024-07-02
M-2471,Latham & Watkins,Partner,32.3,1215.0,39242.3,5886.35,33355.96,32178.53,7063.77,Excess Research,2025-05-11
M-3495,Clifford Chance,Partner,31.64,1170.0,37021.85,5553.28,31468.57,42373.65,-5351.8,Excess Research,2024-03-25
M-3370,Clifford Chance,Partner,5.0,1170.0,5850.0,1170.0,4680.0,5738.54,111.46,Travel Billing,2025-01-23
M-3414,Allen & Overy,Associate,31.86,540.0,17203.18,0.0,17203.18,17764.79,-561.62,None,2025-06-11
M-1859,White & Case,Partner,34.65,1035.0,35864.95,0.0,35864.95,35570.45,294.5,None,2024-05-12
M-1279,Baker & McKenzie,Partner,48.73,900.0,43860.58,6579.09,37281.49,47077.06,-3216.48,Excess Research,2024-06-18
M-1682,DLA Piper,Partner,28.45,945.0,26881.46,5376.29,21505.17,30391.58,-3510.12,Travel Billing,2025-11-17
M-2319,Linklaters,Partner,32.62,1080.0,35228.91,0.0,35228.91,37649.54,-2420.64,None,2024-05-10
M-1584,Clifford Chance,Partner,33.35,1170.0,39023.87,5853.58,33170.29,35250.58,3773.29,Excess Research,2025-04-02
M-3794,DLA Piper,Associate,23.63,472.5,11167.18,1675.08,9492.1,12970.28,-1803.1,Excess Research,2025-11-01
M-2800,Linklaters,Partner,11.82,1080.0,12769.19,1915.38,10853.81,12396.58,372.61,Excess Research,2025-08-21
M-2998,Skadden,Partner,46.97,1260.0,59185.19,11837.04,47348.15,58830.23,354.96,Travel Billing,2024-08-12
M-2922,Freshfields,Associate,36.2,562.5,20360.07,4072.01,16288.05,19396.52,963.54,Travel Billing,2025-05-04
M-1520,Latham & Watkins,Associate,48.1,607.5,29220.29,4383.04,24837.24,27622.93,1597.36,Excess Research,2026-01-07
M-2899,Baker & McKenzie,Associate,41.29,450.0,18578.53,3715.71,14862.82,18827.24,-248.72,Travel Billing,2025-02-12
M-2451,Latham & Watkins,Associate,31.94,607.5,19405.83,0.0,19405.83,15883.53,3522.3,None,2025-04-26
M-3557,Allen & Overy,Associate,52.44,540.0,28317.38,5663.48,22653.91,31815.69,-3498.31,Travel Billing,2025-11-10
M-2293,Baker & McKenzie,Partner,33.21,900.0,29888.1,4483.21,25404.88,30214.81,-326.71,Excess Research,2025-07-25
M-3628,DLA Piper,Partner,55.75,945.0,52686.89,0.0,52686.89,54738.15,-2051.26,None,2025-02-07
M-1166,White & Case,Partner,38.31,1035.0,39652.68,7930.54,31722.15,44518.3,-4865.61,Travel Billing,2025-04-06
M-2324,DLA Piper,Associate,29.45,472.5,13913.17,2086.98,11826.19,14696.9,-783.73,Excess Research,2024-03-22
M-3204,Baker & McKenzie,Partner,33.05,900.0,29748.3,5949.66,23798.64,25659.66,4088.64,Travel Billing,2025-11-10
M-1033,Linklaters,Partner,22.85,1080.0,24680.76,4936.15,19744.61,22078.73,2602.03,Travel Billing,2024-03-12
M-1412,Clifford Chance,Partner,35.26,1170.0,41254.07,6188.11,35065.96,49417.04,-8162.97,Excess Research,2025-01-22
M-3392,Allen & Overy,Partner,26.52,1080.0,28643.6,0.0,28643.6,33616.55,-4972.95,None,2025-03-10
M-1369,Allen & Overy,Partner,28.52,1080.0,30799.93,0.0,30799.93,30092.55,707.39,None,2026-02-25
M-1909,White & Case,Associate,19.6,517.5,10143.9,0.0,10143.9,10653.06,-509.16,None,2025-07-27
M-1891,Hogan Lovells,Partner,34.68,990.0,34334.8,5150.22,29184.58,31344.61,2990.19,Excess Research,2024-11-27
M-3654,Baker & McKenzie,Associate,43.41,450.0,19534.25,3906.85,15627.4,20510.89,-976.64,Travel Billing,2026-01-06
M-2642,Linklaters,Associate,22.57,540.0,12189.47,2437.89,9751.57,10886.13,1303.34,Travel Billing,2025-09-19
M-2689,Skadden,Partner,41.41,1260.0,52181.27,0.0,52181.27,50834.91,1346.35,None,2025-10-16
M-3700,Clifford Chance,Associate,24.76,585.0,14485.68,0.0,14485.68,11838.43,2647.25,None,2025-09-24
M-1092,Freshfields,Partner,10.69,1125.0,12027.67,1804.15,10223.52,9672.75,2354.92,Excess Research,2025-06-18
M-2548,White & Case,Associate,82.32,517.5,42601.9,6390.28,36211.61,50070.93,-7469.04,Excess Research,2025-12-11
M-3524,Hogan Lovells,Associate,32.17,495.0,15923.93,0.0,15923.93,17440.35,-1516.42,None,2025-03-29
M-3042,Clifford Chance,Partner,83.05,1170.0,97171.88,14575.78,82596.1,96087.75,1084.13,Excess Research,2025-04-03
M-1075,Allen & Overy,Partner,27.01,1080.0,29166.9,5833.38,23333.52,24531.15,4635.76,Travel Billing,2024-12-03
M-2549,Linklaters,Partner,40.7,1080.0,43961.32,0.0,43961.32,45924.47,-1963.15,None,2025-10-08
M-1636,Clifford Chance,Partner,49.65,1170.0,58090.24,11618.05,46472.19,61040.99,-2950.75,Travel Billing,2026-01-06
M-1587,Allen & Overy,Associate,39.31,540.0,21225.92,4245.18,16980.74,17961.18,3264.74,Travel Billing,2025-05-01
M-1127,Baker & McKenzie,Partner,35.31,900.0,31780.25,4767.04,27013.21,27453.78,4326.47,Excess Research,2025-07-14
M-3406,Freshfields,Associate,26.29,562.5,14789.63,2218.45,12571.19,12528.21,2261.42,Excess Research,2025-07-03
M-1540,Freshfields,Associate,65.96,562.5,37101.41,7420.28,29681.13,44155.82,-7054.41,Travel Billing,2025-09-24
