request_id,matter_id,request_type,priority,automation_used,review_time_days,sla_target_days,sla_met
R-2976,M-2759,Regulatory Review,High,Yes,3,7,True
R-2977,M-3637,NDA,Low,Yes,5,7,True
R-2978,M-1251,Employment Issue,Low,No,10,3,False
R-2979,M-2798,NDA,Low,Yes,3,5,True
R-2980,M-3349,Employment Issue,Medium,Yes,5,7,True
R-2981,M-3459,NDA,Medium,Yes,1,7,True
R-2982,M-1015,NDA,Low,Yes,1,5,True
R-2983,M-3838,Employment Issue,Low,Yes,1,7,True
R-2984,M-2467,Regulatory Review,High,Yes,3,3,True
R-2985,M-1822,NDA,High,No,10,5,False
R-2986,M-3438,Employment Issue,High,No,10,3,False
R-2987,M-3752,Regulatory Review,Medium,Yes,1,5,True
R-2988,M-2517,Employment Issue,High,No,10,5,False
R-2989,M-1156,Vendor Contract,Low,Yes,3,7,True
R-2990,M-1227,Employment Issue,Medium,No,10,7,False
R-2991,M-3085,Vendor Contract,Medium,No,10,3,False
R-2992,M-2995,Regulatory Review,Low,No,2,3,True
R-2993,M-3766,Employment Issue,Low,Yes,3,3,True
R-2994,M-1388,Vendor Contract,High,Yes,1,5,True
R-2995,M-3187,NDA,Medium,Yes,7,3,False
R-2996,M-1612,Employment Issue,Low,Yes,1,5,True
R-2997,M-1891,Vendor Contract,High,Yes,3,3,True
R-2998,M-2319,Employment Issue,Medium,No,10,3,False
R-2999,M-2632,Vendor Contract,Medium,Yes,3,3,True
R-3000,M-3775,Regulatory Review,Medium,No,2,5,True
R-3001,M-3150,Regulatory Review,Low,No,2,7,True
R-3002,M-2083,NDA,High,Yes,6,5,False
R-3003,M-3610,Employment Issue,Medium,Yes,7,5,False
R-3004,M-3433,Vendor Contract,High,No,5,7,True
R-3005,M-2493,Regulatory Review,Low,Yes,2,5,True
R-3006,M-2870,NDA,Low,No,10,3,False
R-3007,M-3143,NDA,Medium,Yes,2,7,True
R-3008,M-1320,Regulatory Review,Medium,Yes,5,3,False
R-3009,M-2653,Vendor Contract,Low,Yes,5,5,True
R-3010,M-2615,NDA,Medium,Yes,6,3,False
R-3011,M-2355,Regulatory Review,Low,No,2,7,True
R-3012,M-2627,Employment Issue,High,Yes,1,3,True
R-3013,M-1387,Regulatory Review,High,No,2,5,True
R-3014,M-3630,Vendor Contract,High,No,2,7,True
R-3015,M-3387,Vendor Contract,High,No,10,7,False
R-3016,M-3955,NDA,High,No,5,5,True
R-3017,M-3859,Vendor Contract,Low,No,2,7,True
R-3018,M-3096,Vendor Contract,Low,Yes,1,7,True
R-3019,M-1169,Employment Issue,High,Yes,1,3,True
R-3020,M-3373,Vendor Contract,Low,Yes,5,5,True
R-3021,M-1268,Regulatory Review,Medium,Yes,7,5,False
R-3022,M-2567,Employment Issue,Medium,No,5,5,True
R-3023,M-2963,NDA,Medium,No,2,5,True
R-3024,M-2084,Employment Issue,Medium,No,2,5,True
R-3025,M-1632,Vendor Contract,High,Yes,1,5,True
R-3026,M-1120,Vendor Contract,High,No,10,5,False
R-3027,M-3831,Employment Issue,High,Yes,6,5,False
R-3028,M-1590,NDA,Low,Yes,1,7,True
R-3029,M-3026,NDA,Low,Yes,1,7,True
R-3030,M-3326,Regulatory Review,High,No,2,5,True
R-3031,M-1166,Regulatory Review,Low,Yes,1,7,True
R-3032,M-2125,Vendor Contract,High,Yes,2,3,True
R-3033,M-1335,NDA,Medium,No,5,3,False
R-3034,M-3241,NDA,Low,No,2,7,True
R-3035,M-2112,Regulatory Review,High,No,10,5,False
R-3036,M-1469,Employment Issue,Low,No,10,3,False
R-3037,M-3570,Employment Issue,High,No,5,7,True
R-3038,M-2643,NDA,High,No,5,3,False
R-3039,M-1955,Vendor Contract,High,No,5,3,False
R-3040,M-3135,Vendor Contract,Low,Yes,3,3,True
R-3041,M-2190,NDA,Low,Yes,1,3,True
R-3042,M-1401,Vendor Contract,Medium,Yes,1,7,True
R-3043,M-2866,Employment Issue,Medium,Yes,3,7,True
R-3044,M-1672,Regulatory Review,Low,Yes,2,5,True
R-3045,M-3407,Vendor Contract,Medium,No,10,3,False
R-3046,M-2907,Employment Issue,Low,Yes,5,3,False
R-3047,M-2180,NDA,Low,No,10,7,False
R-3048,M-2498,NDA,High,No,10,5,False
R-3049,M-1173,Vendor Contract,Low,No,10,5,False
R-3050,M-2526,Vendor Contract,Medium,No,10,3,False
R-3051,M-3255,Vendor Contract,Low,No,2,5,True
R-3052,M-3396,Vendor Contract,Medium,No,2,7,True
R-3053,M-1251,Employment Issue,Medium,No,5,5,True
R-3054,M-1112,Employment Issue,High,Yes,1,7,True
R-3055,M-2332,Vendor Contract,Medium,Yes,3,3,True
R-3056,M-2895,Vendor Contract,High,Yes,1,5,True
R-3057,M-2067,NDA,Low,Yes,3,5,True
R-3058,M-1520,NDA,Medium,No,2,7,True
R-3059,M-1994,Vendor Contract,Medium,Yes,1,5,True
R-3060,M-2092,Regulatory Review,Low,Yes,3,7,True
R-3061,M-2161,Regulatory Review,Low,Yes,3,3,True
R-3062,M-2766,Vendor Contract,Low,No,5,5,True
R-3063,M-3462,Employment Issue,Medium,Yes,7,7,True
R-3064,M-2970,Employment Issue,High,No,10,5,False
R-3065,M-3993,Vendor Contract,High,No,2,3,True
R-3066,M-3425,Vendor Contract,Low,No,10,5,False
R-3067,M-2630,Employment Issue,Low,No,2,5,True
R-3068,M-3494,Vendor Contract,Low,Yes,3,5,True
R-3069,M-3437,Regulatory Review,Medium,No,10,7,False
R-3070,M-3566,NDA,High,Yes,3,5,True
R-3071,M-2762,Vendor Contract,Medium,No,2,5,True
R-3072,M-1569,NDA,Low,No,5,3,False
R-3073,M-3886,Regulatory Review,Low,No,2,5,True
R-3074,M-3198,Regulatory Review,High,No,10,7,False
R-3075,M-1747,Employment Issue,Medium,Yes,7,3,False
R-3076,M-2401,Regulatory Review,High,No,2,3,True
R-3077,M-3628,Regulatory Review,Low,No,5,7,True
R-3078,M-1868,Regulatory Review,Medium,No,10,3,False
R-3079,M-3388,Vendor Contract,High,No,5,3,False
R-3080,M-3401,NDA,Medium,Yes,3,7,True
R-3081,M-3005,NDA,Medium,Yes,1,7,True
R-3082,M-1979,NDA,High,No,10,3,False
R-3083,M-2090,Employment Issue,Medium,Yes,3,7,True
R-3084,M-1246,NDA,High,No,5,5,True
R-3085,M-1159,Vendor Contract,Low,No,2,3,True
R-3086,M-1911,Regulatory Review,High,Yes,7,5,False
R-3087,M-3387,Regulatory Review,Low,No,10,7,False
R-3088,M-3410,Employment Issue,Low,Yes,1,7,True
R-3089,M-2406,Employment Issue,Low,Yes,3,5,True
R-3090,M-1246,Employment Issue,Low,Yes,1,7,True
R-3091,M-1338,Employment Issue,Low,Yes,7,7,True
R-3092,M-1910,Vendor Contract,Medium,Yes,7,7,True
R-3093,M-1032,Vendor Contract,Medium,Yes,3,7,True
R-3094,M-1158,NDA,Medium,No,10,3,False
R-3095,M-1841,Employment Issue,Medium,Yes,7,7,True
R-3096,M-2723,Vendor Contract,Medium,Yes,5,5,True
R-3097,M-3769,Employment Issue,Medium,No,10,5,False
R-3098,M-1658,NDA,Medium,No,10,5,False
R-3099,M-1051,Vendor Contract,Medium,No,10,3,False
R-3100,M-1923,Employment Issue,High,Yes,6,3,False
R-3101,M-3140,Vendor Contract,Medium,Yes,3,7,True
R-3102,M-2126,NDA,Medium,No,5,3,False
R-3103,M-1287,Employment Issue,High,Yes,1,5,True
R-3104,M-3040,Regulatory Review,Medium,No,5,7,True
R-3105,M-3995,Regulatory Review,Low,No,5,5,True
R-3106,M-1856,NDA,High,Yes,3,7,True
R-3107,M-3891,Vendor Contract,High,Yes,1,3,True
R-3108,M-3419,Vendor Contract,High,No,10,7,False
R-3109,M-1037,Employment Issue,High,Yes,5,5,True
R-3110,M-3611,NDA,Low,Yes,1,3,True
R-3111,M-2897,Vendor Contract,High,No,2,3,True
R-3112,M-3610,Regulatory Review,High,No,10,3,False
R-3113,M-3959,Regulatory Review,Medium,Yes,6,5,False
R-3114,M-1497,Employment Issue,Medium,Yes,2,7,True
R-3115,M-1456,Employment Issue,Medium,No,2,7,True
R-3116,M-1345,Vendor Contract,High,Yes,5,7,True
R-3117,M-1750,Vendor Contract,Medium,No,10,7,False
R-3118,M-1778,Regulatory Review,High,Yes,1,5,True
R-3119,M-3345,Regulatory Review,Low,Yes,7,7,True
R-3120,M-3830,Regulatory Review,High,No,5,3,False
R-3121,M-2000,Vendor Contract,Medium,Yes,1,7,True
R-3122,M-2082,Vendor Contract,Low,Yes,5,7,True
R-3123,M-1326,Vendor Contract,Medium,Yes,5,3,False
R-3124,M-2876,Employment Issue,Medium,Yes,1,5,True
R-3125,M-1418,NDA,High,No,2,7,True
R-3126,M-1971,Regulatory Review,Low,No,5,7,True
R-3127,M-2590,NDA,High,Yes,3,3,True
R-3128,M-2996,Regulatory Review,Low,Yes,6,3,False
R-3129,M-1062,Vendor Contract,Medium,Yes,3,7,True
R-3130,M-1616,Vendor Contract,Low,Yes,1,5,True
R-3131,M-1974,NDA,Medium,No,2,7,True
R-3132,M-2574,Vendor Contract,Low,Yes,1,7,True
R-3133,M-2363,Regulatory Review,High,No,2,5,True
R-3134,M-3890,Regulatory Review,Low,Yes,1,5,True
R-3135,M-3593,Employment Issue,Medium,Yes,1,7,True
R-3136,M-3182,Vendor Contract,Low,Yes,5,7,True
R-3137,M-2256,Regulatory Review,High,Yes,3,3,True
R-3138,M-3335,NDA,Low,No,10,3,False
R-3139,M-3759,NDA,Low,No,2,5,True
R-3140,M-2093,Employment Issue,Medium,No,10,5,False
R-3141,M-1116,Vendor Contract,Medium,No,5,5,True
R-3142,M-3642,NDA,High,No,5,3,False
R-3143,M-3128,Employment Issue,High,No,10,7,False
R-3144,M-1231,Regulatory Review,Low,No,10,5,False
R-3145,M-2687,Regulatory Review,Medium,No,10,5,False
R-3146,M-3040,Employment Issue,High,No,5,7,True
R-3147,M-1756,Vendor Contract,High,No,2,3,True
R-3148,M-3390,Regulatory Review,Low,No,10,5,False
R-3149,M-1951,NDA,Low,Yes,1,7,True
R-3150,M-2531,Regulatory Review,High,No,10,5,False
R-3151,M-1765,Regulatory Review,Low,No,2,3,True
R-3152,M-3929,Regulatory Review,Medium,Yes,5,3,False
R-3153,M-2056,Employment Issue,Medium,Yes,3,3,True
R-3154,M-2007,Regulatory Review,High,Yes,1,7,True
R-3155,M-1323,Employment Issue,Low,Yes,7,7,True
R-3156,M-2088,NDA,Low,Yes,7,7,True
R-3157,M-2705,Regulatory Review,Medium,Yes,5,5,True
R-3158,M-2897,NDA,Medium,Yes,1,7,True
R-3159,M-2648,NDA,Medium,No,2,3,True
R-3160,M-2172,Vendor Contract,Low,Yes,1,5,True
R-3161,M-3834,Regulatory Review,High,Yes,7,7,True
R-3162,M-3720,Regulatory Review,Medium,No,2,7,True
R-3163,M-1754,Regulatory Review,High,No,10,5,False
R-3164,M-2386,Regulatory Review,Low,No,2,7,True
R-3165,M-3133,NDA,High,Yes,5,3,False
R-3166,M-3006,NDA,Low,Yes,1,3,True
R-3167,M-3758,Vendor Contract,Medium,Yes,6,7,True
R-3168,M-3809,Vendor Contract,High,Yes,3,5,True
R-3169,M-3933,Regulatory Review,Medium,Yes,6,7,True
R-3170,M-3765,Vendor Contract,Medium,Yes,1,5,True
R-3171,M-1909,Employment Issue,Medium,Yes,3,3,True
R-3172,M-3457,Vendor Contract,High,Yes,2,5,True
R-3173,M-3160,NDA,Medium,Yes,3,3,True
R-3174,M-1764,Employment Issue,Low,Yes,1,3,True
R-3175,M-1547,Regulatory Review,Medium,Yes,3,5,True
R-3176,M-2103,Employment Issue,High,No,10,7,False
R-3177,M-1675,Regulatory Review,Medium,No,5,7,True
R-3178,M-2876,Regulatory Review,Medium,Yes,1,3,True
R-3179,M-1679,Vendor Contract,High,Yes,1,7,True
R-3180,M-2532,Vendor Contract,High,No,2,5,True
R-3181,M-3993,Vendor Contract,High,No,10,3,False
R-3182,M-2757,Regulatory Review,Low,Yes,1,3,True
R-3183,M-3906,Vendor Contract,High,Yes,1,5,True
R-3184,M-3974,NDA,Medium,Yes,6,3,False
R-3185,M-1084,NDA,High,Yes,3,5,True
R-3186,M-3864,NDA,Medium,Yes,3,7,True
R-3187,M-2656,Vendor Contract,High,No,2,7,True
R-3188,M-1698,NDA,Medium,Yes,1,3,True
R-3189,M-1724,NDA,High,Yes,7,7,True
R-3190,M-2316,NDA,High,No,5,5,True
R-3191,M-1695,Regulatory Review,Medium,No,5,7,True
R-3192,M-2124,Regulatory Review,Medium,Yes,1,7,True
R-3193,M-3354,Vendor Contract,Low,Yes,3,7,True
R-3194,M-2085,Vendor Contract,High,No,10,5,False
R-3195,M-2828,NDA,Low,No,10,3,False
R-3196,M-1871,Regulatory Review,Low,Yes,1,5,True
R-3197,M-2602,Employment Issue,Low,Yes,1,5,True
R-3198,M-2877,NDA,High,No,2,7,True
R-3199,M-3735,Regulatory Review,Low,No,5,7,True
R-3200,M-1876,Regulatory Review,High,Yes,1,7,True
R-3201,M-3992,Regulatory Review,Low,No,5,5,True
R-3202,M-1896,NDA,Medium,No,5,7,True
R-3203,M-3099,Regulatory Review,Medium,Yes,1,5,True
R-3204,M-3238,Vendor Contract,Low,No,2,5,True
R-3205,M-1216,Employment Issue,Medium,Yes,1,3,True
R-3206,M-3788,Vendor Contract,High,Yes,5,3,False
R-3207,M-3547,Regulatory Review,High,No,10,3,False
R-3208,M-1879,Regulatory Review,Medium,No,5,7,True
R-3209,M-1686,Employment Issue,Medium,No,10,7,False
R-3210,M-2525,Employment Issue,High,Yes,5,3,False
R-3211,M-1471,Vendor Contract,Low,Yes,1,3,True
R-3212,M-3162,Vendor Contract,Low,No,10,3,False
R-3213,M-3131,Vendor Contract,Medium,No,5,7,True
R-3214,M-1608,Employment Issue,High,Yes,1,3,True
R-3215,M-3028,Vendor Contract,Low,Yes,3,3,True
R-3216,M-3871,NDA,Medium,Yes,7,3,False
R-3217,M-3889,Vendor Contract,Low,Yes,6,3,False
R-3218,M-2261,NDA,High,No,2,3,True
R-3219,M-3100,NDA,High,Yes,1,3,True
R-3220,M-3344,Employment Issue,Low,Yes,1,7,True
R-3221,M-3115,Employment Issue,Medium,No,10,3,False
R-3222,M-1970,Vendor Contract,Medium,No,2,3,True
R-3223,M-2620,Vendor Contract,Low,No,10,5,False
R-3224,M-2117,Vendor Contract,Medium,No,5,5,True
R-3225,M-2002,Regulatory Review,Medium,No,2,3,True
R-3226,M-1339,NDA,Medium,No,2,5,True
R-3227,M-1265,Regulatory Review,Medium,Yes,3,7,True
R-3228,M-2683,Vendor Contract,Medium,Yes,1,7,True
R-3229,M-2181,Employment Issue,High,Yes,2,5,True
R-3230,M-2192,Regulatory Review,High,No,10,3,False
R-3231,M-1870,NDA,Low,No,2,7,True
R-3232,M-3503,Regulatory Review,Medium,Yes,6,3,False
R-3233,M-3015,Vendor Contract,Medium,No,5,5,True
R-3234,M-3658,Regulatory Review,Low,No,10,7,False
R-3235,M-2083,Regulatory Review,Medium,Yes,6,5,False
R-3236,M-2234,Vendor Contract,Medium,Yes,1,3,True
R-3237,M-1074,NDA,Low,Yes,1,3,True
R-3238,M-2555,Vendor Contract,Medium,No,5,7,True
R-3239,M-2610,NDA,High,Yes,3,5,True
R-3240,M-3615,Vendor Contract,Medium,No,5,7,True
R-3241,M-1769,Employment Issue,Medium,Yes,1,5,True
R-3242,M-3483,Employment Issue,High,No,10,3,False
R-3243,M-1852,Employment Issue,Low,No,5,3,False
R-3244,M-3306,Regulatory Review,Medium,No,10,5,False
R-3245,M-3094,Vendor Contract,Low,Yes,3,7,True
R-3246,M-3205,Vendor Contract,Low,Yes,7,5,False
R-3247,M-3990,Employment Issue,Low,Yes,2,7,True
R-3248,M-1594,Vendor Contract,Medium,Yes,1,5,True
R-3249,M-3694,Vendor Contract,High,No,10,5,False
R-3250,M-3448,Employment Issue,High,Yes,7,5,False
R-3251,M-2814,NDA,Low,No,5,7,True
R-3252,M-2827,NDA,High,Yes,2,3,True
R-3253,M-1065,Employment Issue,High,Yes,1,3,True
R-3254,M-2384,Regulatory Review,High,Yes,1,7,True
R-3255,M-3807,NDA,Medium,Yes,3,7,True
R-3256,M-2429,Employment Issue,High,Yes,7,3,False
R-3257,M-2589,Regulatory Review,Low,Yes,6,5,False
R-3258,M-3997,Regulatory Review,Medium,Yes,3,7,True
R-3259,M-3504,Regulatory Review,Medium,No,10,3,False
R-3260,M-3915,Employment Issue,Medium,No,10,7,False
R-3261,M-1643,Vendor Contract,Medium,No,10,3,False
R-3262,M-2225,Vendor Contract,High,No,5,5,True
R-3263,M-1520,NDA,High,No,5,5,True
R-3264,M-2896,Vendor Contract,High,No,2,7,True
R-3265,M-2706,Employment Issue,Medium,No,5,3,False
R-3266,M-1078,Vendor Contract,High,Yes,1,3,True
R-3267,M-2896,Regulatory Review,Low,Yes,7,7,True
R-3268,M-2383,Employment Issue,Low,Yes,3,7,True
R-3269,M-2459,Regulatory Review,Medium,Yes,5,5,True
R-3270,M-1939,Vendor Contract,Medium,Yes,3,5,True
R-3271,M-3184,Regulatory Review,Medium,No,5,5,True
R-3272,M-3505,Regulatory Review,High,No,10,3,False
R-3273,M-3241,Regulatory Review,High,Yes,2,5,True
R-3274,M-2909,NDA,Low,No,2,5,True
R-3275,M-1552,Regulatory Review,Low,No,5,3,False
R-3276,M-3096,Vendor Contract,High,No,10,7,False
R-3277,M-1630,Regulatory Review,Medium,Yes,3,5,True
R-3278,M-2279,Regulatory Review,Low,Yes,3,3,True
R-3279,M-1315,Regulatory Review,Medium,Yes,5,3,False
R-3280,M-3248,NDA,High,No,2,5,True
R-3281,M-2488,Employment Issue,Low,No,5,5,True
R-3282,M-3708,Regulatory Review,Low,No,5,5,True
R-3283,M-2773,NDA,Low,Yes,3,3,True
R-3284,M-2216,Vendor Contract,Low,No,5,7,True
R-3285,M-3748,Regulatory Review,High,Yes,7,3,False
R-3286,M-3878,Regulatory Review,Medium,No,10,5,False
R-3287,M-3783,Employment Issue,High,Yes,1,3,True
R-3288,M-3323,Regulatory Review,High,No,10,5,False
R-3289,M-2315,Regulatory Review,Medium,Yes,1,5,True
R-3290,M-2368,Regulatory Review,High,No,2,5,True
R-3291,M-1886,Employment Issue,High,Yes,1,7,True
R-3292,M-1797,NDA,Low,Yes,1,3,True
R-3293,M-3051,Regulatory Review,Medium,No,5,7,True
R-3294,M-2708,Regulatory Review,Low,Yes,3,7,True
R-3295,M-1189,Vendor Contract,Medium,Yes,1,5,True
R-3296,M-2649,Vendor Contract,Low,Yes,1,3,True
R-3297,M-1193,Employment Issue,Low,No,2,7,True
R-3298,M-2312,Regulatory Review,Medium,Yes,2,5,True
R-3299,M-3324,Employment Issue,Medium,No,2,7,True
R-3300,M-3795,Employment Issue,Low,Yes,6,5,False
R-3301,M-3314,Regulatory Review,Low,Yes,1,7,True
R-3302,M-2082,NDA,Medium,Yes,5,7,True
R-3303,M-2930,NDA,High,Yes,7,7,True
R-3304,M-3030,Employment Issue,Medium,Yes,7,5,False
R-3305,M-2863,Vendor Contract,Medium,Yes,7,7,True
R-3306,M-1994,Vendor Contract,High,No,2,7,True
R-3307,M-1551,Regulatory Review,Medium,Yes,1,7,True
R-3308,M-2270,NDA,Medium,Yes,2,3,True
R-3309,M-3246,Vendor Contract,Medium,Yes,1,7,True
R-3310,M-1505,Regulatory Review,High,No,10,7,False
R-3311,M-2448,NDA,Medium,Yes,1,7,True
R-3312,M-2581,NDA,Medium,Yes,1,5,True
R-3313,M-2186,Employment Issue,Low,No,10,5,False
R-3314,M-2193,Vendor Contract,Medium,Yes,3,7,True
R-3315,M-3044,Vendor Contract,High,Yes,1,3,True
R-3316,M-3721,Regulatory Review,High,Yes,1,5,True
R-3317,M-1555,NDA,High,No,10,5,False
R-3318,M-1020,Vendor Contract,High,No,10,3,False
R-3319,M-3161,Vendor Contract,High,No,2,5,True
R-3320,M-2777,Vendor Contract,Low,No,5,5,True
R-3321,M-3430,Vendor Contract,Medium,No,5,3,False
R-3322,M-2962,Vendor Contract,Low,Yes,6,5,False
R-3323,M-3509,Regulatory Review,Medium,No,5,3,False
R-3324,M-3856,NDA,Medium,No,10,5,False
R-3325,M-2659,Employment Issue,High,No,2,3,True
R-3326,M-3775,Employment Issue,Medium,No,10,3,False
R-3327,M-2352,NDA,Low,Yes,6,3,False
R-3328,M-2735,Vendor Contract,Low,No,10,3,False
R-3329,M-2721,Regulatory Review,Low,Yes,1,7,True
R-3330,M-1130,Vendor Contract,High,No,10,3,False
R-3331,M-2842,Vendor Contract,Low,Yes,1,3,True
R-3332,M-1043,Employment Issue,Low,No,5,3,False
R-3333,M-3894,Employment Issue,Medium,No,2,7,True
R-3334,M-1203,NDA,High,Yes,1,3,True
R-3335,M-1733,NDA,High,No,2,3,True
R-3336,M-1902,Vendor Contract,Low,Yes,1,3,True
R-3337,M-1798,Vendor Contract,Low,Yes,1,3,True
R-3338,M-2763,Regulatory Review,Low,No,2,7,True
R-3339,M-3130,NDA,High,No,5,3,False
R-3340,M-1727,Employment Issue,Medium,No,5,5,True
R-3341,M-3238,Employment Issue,Low,No,5,5,True
R-3342,M-1726,Vendor Contract,Medium,No,5,7,True
R-3343,M-1169,Employment Issue,High,No,5,7,True
R-3344,M-2989,Regulatory Review,Low,Yes,3,3,True
R-3345,M-1819,Vendor Contract,Medium,No,2,5,True
R-3346,M-1287,Regulatory Review,Low,Yes,6,5,False
R-3347,M-1446,Regulatory Review,Medium,No,2,5,True
R-3348,M-3408,Regulatory Review,High,Yes,6,7,True
R-3349,M-3955,Regulatory Review,Medium,No,2,7,True
R-3350,M-3032,Regulatory Review,High,Yes,5,5,True
R-3351,M-3038,Employment Issue,Low,Yes,1,7,True
R-3352,M-1921,Vendor Contract,Medium,Yes,1,7,True
R-3353,M-2530,Employment Issue,Low,Yes,3,3,True
R-3354,M-1518,NDA,High,Yes,7,7,True
R-3355,M-2611,Regulatory Review,High,Yes,1,7,True
R-3356,M-1985,NDA,Low,No,2,5,True
R-3357,M-3367,Employment Issue,High,Yes,1,7,True
R-3358,M-1906,Vendor Contract,Medium,Yes,1,7,True
R-3359,M-3992,Vendor Contract,Low,Yes,2,5,True
R-3360,M-1608,Employment Issue,Low,Yes,1,3,True
R-3361,M-1736,Regulatory Review,Medium,No,10,3,False
R-3362,M-1909,Vendor Contract,Low,No,10,5,False
R-3363,M-1153,NDA,High,Yes,3,5,True
R-3364,M-3702,Regulatory Review,Medium,Yes,3,7,True
R-3365,M-3804,Employment Issue,Medium,Yes,1,7,True
R-3366,M-3179,Employment Issue,Low,No,10,3,False
R-3367,M-1711,Vendor Contract,Medium,Yes,1,3,True
R-3368,M-1724,Employment Issue,Medium,No,5,3,False
R-3369,M-3525,Regulatory Review,Low,Yes,5,7,True
R-3370,M-1399,Regulatory Review,Medium,No,10,5,False
R-3371,M-3451,Vendor Contract,Low,Yes,1,7,True
R-3372,M-2428,Regulatory Review,Medium,No,5,3,False
R-3373,M-2218,Employment Issue,High,No,10,5,False
R-3374,M-3938,Vendor Contract,Medium,Yes,5,5,True
R-3375,M-3227,Regulatory Review,High,Yes,3,7,True
R-3376,M-3519,Vendor Contract,Medium,Yes,6,7,True
R-3377,M-1089,Employment Issue,High,Yes,1,5,True
R-3378,M-2780,Employment Issue,Low,No,2,5,True
R-3379,M-2256,NDA,Medium,Yes,2,5,True
R-3380,M-2826,Employment Issue,High,No,5,5,True
R-3381,M-2564,NDA,Medium,No,2,3,True
R-3382,M-1463,Employment Issue,High,Yes,1,3,True
R-3383,M-2477,NDA,Low,No,10,3,False
R-3384,M-2896,Employment Issue,Low,Yes,7,7,True
R-3385,M-2848,NDA,Medium,Yes,2,3,True
R-3386,M-3717,NDA,Low,Yes,5,5,True
R-3387,M-2157,Regulatory Review,High,No,5,3,False
R-3388,M-1875,Employment Issue,High,Yes,5,7,True
R-3389,M-2252,Regulatory Review,High,No,5,3,False
R-3390,M-1238,NDA,High,Yes,2,5,True
R-3391,M-2903,NDA,High,Yes,3,5,True
R-3392,M-2801,NDA,High,No,2,3,True
R-3393,M-3720,NDA,Medium,No,2,7,True
R-3394,M-2680,Employment Issue,Low,No,5,3,False
R-3395,M-1955,Regulatory Review,Medium,Yes,3,7,True
R-3396,M-1942,Employment Issue,High,No,5,5,True
R-3397,M-3587,NDA,High,Yes,5,3,False
R-3398,M-1493,NDA,Low,Yes,1,7,True
R-3399,M-2049,Vendor Contract,Low,Yes,2,3,True
R-3400,M-1202,Employment Issue,Medium,No,5,5,True
R-3401,M-2444,Regulatory Review,Low,No,5,7,True
R-3402,M-1556,NDA,Low,Yes,1,7,True
R-3403,M-3368,Vendor Contract,Medium,Yes,1,5,True
R-3404,M-1892,Vendor Contract,Low,Yes,3,3,True
R-3405,M-1226,Vendor Contract,Low,No,5,7,True
R-3406,M-1524,Employment Issue,Medium,No,10,3,False
R-3407,M-2942,Employment Issue,Medium,Yes,6,5,False
R-3408,M-3061,Employment Issue,Medium,No,10,5,False
R-3409,M-3131,Vendor Contract,Medium,Yes,2,5,True
R-3410,M-1916,Vendor Contract,Medium,No,2,3,True
R-3411,M-2996,Vendor Contract,Low,No,5,3,False
R-3412,M-1346,NDA,Medium,No,5,7,True
R-3413,M-2406,NDA,Medium,Yes,3,5,True
R-3414,M-1588,Regulatory Review,High,No,10,7,False
R-3415,M-3154,NDA,Medium,Yes,1,7,True
R-3416,M-3650,NDA,High,Yes,3,7,True
R-3417,M-1258,Employment Issue,High,Yes,7,3,False
R-3418,M-1880,Regulatory Review,High,Yes,3,5,True
R-3419,M-1810,Regulatory Review,Medium,Yes,1,7,True
R-3420,M-3020,NDA,Low,Yes,7,5,False
R-3421,M-3426,Vendor Contract,High,No,10,5,False
R-3422,M-3334,Vendor Contract,Medium,No,5,5,True
R-3423,M-2125,Employment Issue,Low,No,2,5,True
R-3424,M-1402,Vendor Contract,Low,Yes,5,3,False
R-3425,M-2105,Regulatory Review,High,No,2,5,True
R-3426,M-1495,Vendor Contract,Medium,Yes,3,5,True
R-3427,M-2747,Regulatory Review,Low,No,5,7,True
R-3428,M-3716,NDA,High,No,10,7,False
R-3429,M-2428,Regulatory Review,Medium,Yes,1,7,True
R-3430,M-1476,NDA,Medium,Yes,3,3,True
R-3431,M-1622,Employment Issue,High,Yes,2,3,True
R-3432,M-3283,Employment Issue,High,No,2,7,True
R-3433,M-1211,Regulatory Review,Low,Yes,7,3,False
R-3434,M-1443,Employment Issue,High,Yes,2,3,True
R-3435,M-2419,Regulatory Review,Medium,No,5,7,True
R-3436,M-1752,Vendor Contract,Low,Yes,1,5,True
R-3437,M-2909,Employment Issue,High,No,5,5,True
R-3438,M-3055,Regulatory Review,Medium,No,2,7,True
R-3439,M-1051,Vendor Contract,High,Yes,1,5,True
R-3440,M-3284,Employment Issue,Medium,No,10,5,False
R-3441,M-2291,Vendor Contract,High,No,5,7,True
R-3442,M-3618,NDA,Medium,No,5,3,False
R-3443,M-3225,NDA,Low,No,2,7,True
R-3444,M-2861,Regulatory Review,High,No,2,5,True
R-3445,M-3858,NDA,High,Yes,7,3,False
R-3446,M-1680,NDA,Medium,No,5,5,True
R-3447,M-3644,Employment Issue,Low,Yes,6,5,False
R-3448,M-1077,NDA,High,No,10,3,False
R-3449,M-2590,NDA,High,No,5,7,True
R-3450,M-1720,Vendor Contract,Medium,No,10,3,False
R-3451,M-3195,Employment Issue,Medium,No,5,5,True
R-3452,M-1099,Vendor Contract,Medium,Yes,6,3,False
R-3453,M-3774,Vendor Contract,Low,No,5,5,True
R-3454,M-2473,Regulatory Review,High,Yes,7,3,False
R-3455,M-2402,Vendor Contract,Medium,Yes,2,5,True
R-3456,M-2674,Vendor Contract,High,Yes,3,3,True
